id,user_id,created_at,tweet_text,President Obama,Fight climate Change,Judge Garland nomination,White House twitter handle,President Obama live speech
6.89949E+17,813286,1/20/2016 23:13,It's official: Last year was the hottest year on record--by a very wide margin. https://t.co/RbbvWHIeG6 #ActOnClimate,0.0011,0,0,0,0
5.12736E+17,813286,9/18/2014 22:51,"RT @WhiteHouse: ""Almost all Obamacare enrollees are paying for coverage."" http://t.co/m6GGmDqfPb #ACAWorks #GetCovered",0,0,0,0.0926,0
5.78274E+17,813286,3/18/2015 19:17,"""The Republican budget would strip health insurance for millions of Americans."" --President Obama",0.0426,0,0,0,0
7.4605E+17,813286,6/23/2016 18:39,"Our immigration system is broken, and we need Congress for a long-term solution--speak up for #ImmigrationAction: https://t.co/apx4e9xPmN",0,0,0,0,0.0043
6.56485E+17,813286,10/20/2015 14:58,Eighty-one companies support a global agreement to #ActOnClimate: https://t.co/kPKOq6Iild,0,0.0012,0,0,0
6.87103E+17,813286,1/13/2016 2:45,"""We've got to accelerate the transition away from old, dirtier energy sources."" --President Obama #SOTU",0.0325,0,0,0,0
6.51493E+17,813286,10/6/2015 20:23,"RT @WhiteHouse: President Obama's trade deal =
More #MadeInAmerica exports abroad.
More higher-paying jobs here at home. #TPP https://t.co/...",0.0182,0,0,0.0731,0
7.65562E+17,813286,8/16/2016 14:52,Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJob https://t.co/xrkYcRsLNw,0,0,0,0,0
7.84514E+17,813286,10/7/2016 22:03,"The uninsured rate is the lowest it's been in decades, thanks to #Obamacare. Spread the word.... https://t.co/ZkN8HVbn3E",0,0,0,0,0
7.38817E+17,813286,6/3/2016 19:38,It's time for Senate leaders to end the obstruction of our Supreme Court. #DoYourJob https://t.co/oKSLU2ADQi,0,0,0.0226,0,0
6.30822E+17,813286,8/10/2015 19:24,DYK: States that embraced #Obamacare and expanded Medicaid are seeing huge drops in uninsured rates. http://t.co/ZpEKFQRFhz,0,0,0,0,0
5.86936E+17,813286,4/11/2015 16:58,"In the weekly address, @VP Joe Biden talks about the plan to make community college free for two years. http://t.co/opmfnUSy22",0,0,0,0,0
7.83751E+17,813286,10/5/2016 19:30,LIVE: President Obama is delivering a statement on the Paris Climate Agreement. https://t.co/mNpQ6QyA91,0.0295,0.0277,0,0,0
6.43505E+17,813286,9/14/2015 19:21,"""From my family to yours, Shanah Tovah."" --President Obama on #RoshHashanah http://t.co/O4TP1EOQfY",0.0551,0,0,0,0
5.21714E+17,813286,10/13/2014 17:29,This @WhiteHouse white board lays out how raising the minimum wage will improve lives--and the economy: http://t.co/r096niPxRS #RaiseTheWage,0,0,0,0.0206,0
6.59086E+17,813286,10/27/2015 19:16,LIVE: President Obama is speaking at the International Association of Chiefs of Police Conference and Exposition. https://t.co/969i88k6al,0.041,0,0,0,0
6.67441E+17,813286,11/19/2015 20:36,The international community is committed to #ActOnClimate--show your support for global action: https://t.co/yQZV3HB089,0,0.0094,0,0,0
6.84489E+17,813286,1/5/2016 21:36,RT @GabbyGiffords: 33 Americans are murdered w/ a gun every day. And Congress has done nothing. Today's responsible actions by @POTUS will ...,0,0.0019,0,0.0441,0
5.52924E+17,813286,1/7/2015 20:25,RT @WhiteHouse: The resurgence of the American auto industry in 3 GIFs - http://t.co/lVZvjcwtZz #MadeInAmerica http://t.co/TVZWx5KEt0,0,0,0,0.0779,0
5.24582E+17,813286,10/21/2014 15:26,Thousands have taken a stand for health care reform--the fight's not over. Add your name: http://t.co/JyQcaiExbP,0,0,0,0,0
5.84038E+17,813286,4/3/2015 17:02,LIVE: President Obama is in Utah talking about training American workers for clean energy jobs. http://t.co/tVLVPOQw7v #ActOnClimate,0.033,0,0,0,0
5.66319E+17,813286,2/13/2015 19:34,LIVE: President Obama is speaking at the White House #CyberSummit at @Stanford. http://t.co/CXo6EhiiVk,0.04,0,0,0,0
7.08412E+17,813286,3/11/2016 21:59,"RT @WhiteHouse: ""We avoided a Great Depression. 
Thanks, Obama.""
--@POTUS #SXSW2016 https://t.co/BBcKZOD8cW",0.0133,0,0,0.1301,0
6.84442E+17,813286,1/5/2016 18:33,President Obama's common-sense actions will help #StopGunViolence. Now Congress needs to step up. https://t.co/DPkaaIp4p7,0.0176,0.0012,0,0,0
5.00751E+17,813286,8/16/2014 21:08,Sign the petition: http://t.co/R1tiRbhEtM It's time to raise the minimum wage. #RaiseTheWage,0,0,0,0,0
7.38481E+17,813286,6/2/2016 21:24,"This National Gun Violence Awareness Day, keep the pressure on Congress to act. #WearOrange https://t.co/VplJtSGMaU",0,0,0,0,0
5.83349E+17,813286,4/1/2015 19:22,Renewable energy investments are up 17 percent globally from 2013. Read more: http://t.co/u7EMZHKmXW,0,0,0,0,0
6.87097E+17,813286,1/13/2016 2:21,Change only happens when you organize. #SOTU https://t.co/uhkhAX8XSB,0,0.0979,0,0,0
7.0698E+17,813286,3/7/2016 23:09,"""If Selma taught us anything, it's that our work is never done."" --President Obama #Selma51 https://t.co/MoaVS02Crw",0.0532,0,0,0,0
5.37381E+17,813286,11/25/2014 23:05,WATCH: The President is in Chicago speaking about how to help fix our broken immigration system. http://t.co/PDt2dWxTr7 #ImmigrationAction,0.0027,0,0,0,0.0308
7.58326E+17,813286,7/27/2016 15:38,"Six years later, and Republican leaders still have no credible #Obamacare alternative. https://t.co/Y6yMqo4bEe",0,0,0.0192,0,0
7.40226E+17,813286,6/7/2016 16:58,Love looks good on you. Wear it with pride: https://t.co/LlWSvS4uBE #LoveIsLove https://t.co/g5WjqYQvHq,0,0,0,0,0
6.21073E+17,813286,7/14/2015 21:46,"""We have to restore trust between our police and some of the communities where they serve."" --President Obama",0.089,0,0,0,0
7.06878E+17,813286,3/7/2016 16:24,Most Americans agree that the Senate should do its job and give the #SCOTUS nominee a fair hearing: https://t.co/8pA0rFXwrm #DoYourJob,0,0,0.1371,0,0
6.10517E+17,813286,6/15/2015 18:39,"Because #DACAworks, hundreds of thousands of young people are closer to the American dream. http://t.co/9P1GrqUz2j",0,0,0,0,0
7.63766E+17,813286,8/11/2016 15:56,Being cynical is easy. It's having hope in the face of adversity that's hard--but essential. https://t.co/60rtFlFjWp,0,0,0,0,0
6.14452E+17,813286,6/26/2015 15:15,"""We are all created equal."" --President Obama #LoveWins",0.0449,0,0,0,0
7.76857E+17,813286,9/16/2016 18:55,RT @OFA: Friendly reminder for Senate leaders on #ConstitutionDay2016: https://t.co/my5zUWxb6j,0,0,0.0522,0.018,0
5.57727E+17,813286,1/21/2015 2:29,"""Middle-class economics means helping working families feel more secure in a world of constant change."" --President Obama #SOTU",0.0278,0.0223,0,0,0
5.77575E+17,813286,3/16/2015 21:00,"Before this round ends, help decide who advances in the Climate Change Fantasy Tournament: http://t.co/O2fR9gnCxk #ChampionDenier",0,0.2175,0,0,0
5.0947E+17,813286,9/9/2014 22:34,Put your name #OnTheRecord and make it clear where you stand on expanding economic opportunity: http://t.co/dIfY0w69qu,0,0,0,0,0
7.74303E+17,813286,9/9/2016 17:47,There's no need to overcomplicate the process. #DoYourJob https://t.co/QgaNgKNBzJ,0,0,0.0126,0,0
5.71424E+17,813286,2/27/2015 21:39,"""Long before being nerdy was cool, there was Leonard Nimoy."" --President Obama #LLAP",0.0996,0,0,0,0
6.34038E+17,813286,8/19/2015 16:23,Be part of the @OFATruthTeam--and fight back with facts: http://t.co/Euq5nih3Rn http://t.co/HiU7jQ5m93,0,0,0,0,0
6.87102E+17,813286,1/13/2016 2:42,"""If anybody still wants to dispute the science around climate change, have at it. You'll be pretty lonely."" --President Obama #SOTU",0.036,0.0987,0,0,0
7.94606E+17,813286,11/4/2016 18:25,The landmark #ParisAgreement enters into force today--we must keep up the momentum to #ActOnClimate. https://t.co/Cyw5Udaoro,0,0,0,0,0
6.18436E+17,813286,7/7/2015 15:05,Add your name if you think it's time to #FixOvertime protections for hard-working Americans: http://t.co/YBynYdNqwa,0,0,0,0,0
5.64137E+17,813286,2/7/2015 19:00,"Watch: In the weekly address, President Obama highlights the country's economic progress. http://t.co/r7fV6DJL2p",0.0288,0,0,0,0.0016
5.78269E+17,813286,3/18/2015 18:55,"""America's businesses have added more than 200,000 jobs each month for 12 straight months."" --President Obama",0.0299,0,0,0,0
5.81903E+17,813286,3/28/2015 19:36,"""Protecting working Americans' paychecks shouldn't be a partisan issue."" --President Obama http://t.co/tpyzuZj5Jz",0.0467,0,0,0,0
6.30064E+17,813286,8/8/2015 17:10,"""The right to vote is one of the most fundamental rights of any democracy."" --President Obama http://t.co/zNNdRuhxQU #VRA50",0.0463,0,0.0094,0,0
7.02505E+17,813286,2/24/2016 14:46,President Obama on his constitutional responsibility and the qualities he's looking for in his #SCOTUS nominee: https://t.co/CFDl6l1hhC,0.0393,0,0.0134,0,0
5.19212E+17,813286,10/6/2014 19:47,Add your name to support a raise for 28 million Americans across the country: http://t.co/akoX3vKT49 #RaiseTheWage,0,0,0,0,0
5.34482E+17,813286,11/17/2014 23:02,"Before Obamacare, finding coverage was nearly impossible for Rick: http://t.co/pRIJo4Ykwf #ThisIsWhy http://t.co/QFOIbZNq34",0,0,0,0,0
5.42036E+17,813286,12/8/2014 19:19,"Side with cleaner air, not big polluters: http://t.co/iW8iKZgKSs",0,0,0,0,0
6.9283E+17,813286,1/28/2016 22:00,Don't miss this deadline: https://t.co/jnKHuG9dCY #GetCovered https://t.co/p8VNB2yZj6,0,0,0,0,0
6.29757E+17,813286,8/7/2015 20:53,ICYMI: Read President Obama's thoughts on the 50th anniversary of the Voting Rights Act. http://t.co/mIRART1a0O #VRA50,0.0183,0,0,0,0
6.84134E+17,813286,1/4/2016 22:06,This is it--President Obama's final #SOTU. Say you'll be watching: https://t.co/W8niWpEVnX https://t.co/NmLWydsePO,0.0234,0,0,0,0
7.65936E+17,813286,8/17/2016 15:39,Doing nothing won't stop our country's gun violence epidemic. Congress must act to #DisarmHate. https://t.co/0kbF22nnm4,0,0,0,0,0
5.54766E+17,813286,1/12/2015 22:23,"Over 58 straight months of growth, the private sector has added 11.2 million jobs. http://t.co/QxGw6o5bG0",0,0,0,0,0.0066
5.05085E+17,813286,8/28/2014 20:09,Happening now: President Obama is delivering a statement. Tune in here: http://t.co/Z1JzUZgeL9,0.0195,0,0,0,0.0063
5.4242E+17,813286,12/9/2014 20:45,"""Immigrants have been a net plus to our economy and a net plus to our society."" --President Obama #ImmigrationAction",0.0603,0,0,0,0
6.07965E+17,813286,6/8/2015 17:40,Read why former U.S. Trade Representative Ron Kirk thinks it's time for the United States to #LeadOnTrade: http://t.co/TU84un00UH,0,0,0,0,0
7.46411E+17,813286,6/24/2016 18:35,"A few words used by leading legal minds to describe Judge Garland:
Phenomenal
Exceptionally bright
Fair-minded https://t.co/BqmzlabZlZ",0,0,0.1487,0,0
6.21065E+17,813286,7/14/2015 21:12,"""There is a long history of inequity in the criminal justice system in America."" --President Obama",0.0357,0,0,0,0
6.58681E+17,813286,10/26/2015 16:27,New federal limits on methane pollution will help make our air cleaner. Show your support: https://t.co/x1MOB932DC #ActOnClimate,0,0,0,0,0
6.46808E+17,813286,9/23/2015 22:08,17.6 million Americans covered--that's a number to celebrate: http://t.co/O9RMgldsv0 #Obamacare,0,0,0,0,0
6.25698E+17,813286,7/27/2015 16:01,American businesses are pledging $140 billion to reduce carbon pollution and #ActOnClimate: http://t.co/f81RNHZVRq,0,0,0,0,0
6.13382E+17,813286,6/23/2015 16:22,RT @WhiteHouse: Join the #ActOnClimate conversation on public health around today's White House summit - http://t.co/tYWUJQpRie http://t.co...,0,0,0,0.0701,0
7.02936E+17,813286,2/25/2016 19:20,Retweet if you agree that we can't afford to play political games over the Supreme Court vacancy. #DoYourJob https://t.co/NE380YtV41,0,0,0,0,0
6.61291E+17,813286,11/2/2015 21:16,LIVE: President Obama is speaking about the re-entry process of formerly incarcerated individuals. https://t.co/2RfSaJJ0hx,0.0431,0,0,0,0
6.91757E+17,813286,1/25/2016 23:00,Time's running out to #GetCovered before the January 31 deadline. Check out your options: https://t.co/vZQTajuEKR https://t.co/81GzIQY83h,0,0,0,0,0
4.96409E+17,813286,8/4/2014 21:34,"RT @TODAYshow: Happy Birthday, President Obama! http://t.co/WCBp3eI1AE",0.0573,0,0,0.0372,0
5.7506E+17,813286,3/9/2015 22:24,"RT @WhiteHouse: Our march is not yet finished, but we're getting closer.
http://t.co/uVWBvryy1E
#Selma50 #MarchOn http://t.co/zuydM04JB7",0,0,0,0.0834,0
5.38015E+17,813286,11/27/2014 17:01,Thankful. #TBT http://t.co/JAEzQdsMz0,0,0,0,0,0
7.20277E+17,813286,4/13/2016 15:46,Read why having nine Supreme Court justices is critical for our judicial system: https://t.co/2M6XYgYlK3 #DoYourJob,0,0,0,0,0
5.3548E+17,813286,11/20/2014 17:08,Tonight the President will address the nation on the steps he's taking to fix our broken immigration system. #ImmigrationAction,0.0018,0,0,0,0
5.08253E+17,813286,9/6/2014 13:59,"Watch @VP Joe Biden deliver the weekly address, saying it's time to help the middle class: http://t.co/ACM2zygLhw #OpportunityForAll",0,0,0,0,0.0136
6.94594E+17,813286,2/2/2016 18:51,Show your organizing pride. https://t.co/dsQVnkKlG5 https://t.co/1U7d0ViQNm,0,0,0,0,0
6.80776E+17,813286,12/26/2015 15:45,This year was full of progress. But there's more work to do in 2016--and you can help: https://t.co/qHuDVCmPRN https://t.co/RO9olkGSaM,0,0,0,0,0
7.20647E+17,813286,4/14/2016 16:14,Climate change means wildfires are now a continual threat in some parts of the country: https://t.co/uR7S3onk4T #ActOnClimate,0,0.1313,0,0,0
7.14832E+17,813286,3/29/2016 15:08,"RT @VP: We all have to do our job -- including the U.S. Senate.
https://t.co/P2sRPodYoZ",0,0,0.0185,0.034,0
7.10914E+17,813286,3/18/2016 19:40,Check out how @OFA supporters are calling for a fair #SCOTUS hearing and timely up-or-down vote: https://t.co/JFf3hAf189,0,0,0.0884,0,0
7.67847E+17,813286,8/22/2016 22:12,We can't wait any longer to restore our Supreme Court to full capacity. Tell Senate leaders: It's time for a vote. https://t.co/INKhdtm2rn,0,0,0.0041,0,0
6.504E+17,813286,10/3/2015 20:01,Twenty-three years and still going strong. Here's to many more. #HappyAnniversary http://t.co/EdEvqUF0s7,0,0,0,0,0
7.69219E+17,813286,8/26/2016 17:03,"We've come a long way, but there's still more to do to make sure women are truly treated equally. #WomensEqualityDay https://t.co/B7C0Nk27T5",0,0,0,0,0
6.29403E+17,813286,8/6/2015 21:24,"""You've been a great gift to the country."" --President Obama to Jon Stewart on @TheDailyShow #JonVoyage http://t.co/ku6QZx2nE1",0.0599,0,0,0,0
7.12743E+17,813286,3/23/2016 20:48,Obamacare is here to stay. https://t.co/sgHCIYtn5w,0,0,0,0,0
7.36263E+17,813286,5/27/2016 18:28,Join the @OFA Truth Team and help set the record straight on issues you care about: https://t.co/FgwDveu3Ef https://t.co/aCEFVLB0ko,0,0,0,0,0
6.14455E+17,813286,6/26/2015 15:28,"""What a vindication of the belief that ordinary people can do extraordinary things."" --President Obama #LoveWins",0.0492,0,0,0,0
5.64922E+17,813286,2/9/2015 23:01,Joshua got covered so that he could stay healthy--without worrying about expensive premiums. http://t.co/RSnykzs9Xf,0,0,0,0,0
5.40636E+17,813286,12/4/2014 22:35,LIVE: Celebrate the start of the holiday season by watching the National Christmas Tree lighting at the @WhiteHouse. http://t.co/UJMZz3tpF6,0,0,0,0.0333,0
6.8307E+17,813286,1/1/2016 23:37,"""We know that we can't stop every act of violence. But what if we tried to stop even one?"" --President Obama https://t.co/tdBzeGr8kC",0.0321,0,0,0,0
5.85464E+17,813286,4/7/2015 15:28,The House's budget is based on trickle-down economics that have failed working families. See how it could affect you: http://t.co/2xy4ix5djd,0,0,0,0,0
7.05495E+17,813286,3/3/2016 20:49,RT @WhiteHouse: BREAKING: 20 million more Americans now know the security of health insurance thanks to the Affordable Care Act. https://t....,0,0,0,0.0611,0
5.96436E+17,813286,5/7/2015 22:06,Too many elected officials are still in denial about climate change. Join the team holding them accountable: http://t.co/UEGDqi8UQd,0,0.1084,0,0,0
6.47131E+17,813286,9/24/2015 19:30,"With less than a week left to avert a shutdown, Congress is wasting time trying to take away women's access to health care. #EnoughAlready",0,0,0,0,0
6.67167E+17,813286,11/19/2015 2:25,"RT @SecBurwell: In the first two weeks of Open Enrollment, more than 1M people have selected a plan thru @HealthCareGov. #GetCovered https:...",0,0,0,0.0239,0
6.57979E+17,813286,10/24/2015 17:58,"""We've led by example, generating more clean energy and lowering our carbon emissions."" --President Obama https://t.co/z03D6bfY5M",0.0447,0,0,0,0
5.59061E+17,813286,1/24/2015 18:52,Watch the weekly address: We have to do everything we can to help more Americans get ahead in the new economy. http://t.co/78fbwjSDoQ,0,0,0,0,0.0083
6.71765E+17,813286,12/1/2015 18:57,Climate change deniers are trying to undermine America's commitment to #ActOnClimate. Read more: https://t.co/uzZgDXrny1,0,0.1131,0,0,0
7.86244E+17,813286,10/12/2016 16:35,Let's leave our children and grandchildren a planet that's healthier than the one we have today. #ActOnClimate https://t.co/mP29bpRdU9,0,0,0,0,0
5.02471E+17,813286,8/21/2014 15:03,"The economy should grow from the middle out, not the top down. Add your name if you agree: http://t.co/AKZaW19tgi #OpportunityForAll",0,0,0,0,0
5.81197E+17,813286,3/26/2015 20:53,"""I want to invest in basic research so the jobs and industry of the future take root here."" --President Obama",0.0387,0,0,0,0
6.52914E+17,813286,10/10/2015 18:30,"""Outdated trade rules put our workers at a disadvantage--and TPP will change that."" --President Obama http://t.co/mrdFZvoETy #TPP",0.0411,0.0347,0,0,0
5.28261E+17,813286,10/31/2014 19:02,Don't get scared. Get covered. #ScarierThanHalloween http://t.co/Zo4nobtryp,0,0,0,0,0
5.18128E+17,813286,10/3/2014 19:59,See why raising the minimum wage is a good idea for working Americans and their families: http://t.co/QUJKLfu9oy #RaiseTheWage,0,0,0,0,0
7.73939E+17,813286,9/8/2016 17:39,Stay in the loop with important facts. Join @OFA's Truth Team: https://t.co/2KkNrPgHPL https://t.co/FDOocrpQvU,0,0,0,0,0
5.27929E+17,813286,10/30/2014 21:03,Even the scariest haunted house is no match for going without health insurance. #ScarierThanHalloween http://t.co/GOszvpMLAH,0,0,0,0,0
7.39842E+17,813286,6/6/2016 15:32,"RT @FLOTUS: Together, we are stronger. Together we can change tomorrow. Stand with us: https://t.co/kMuWTuXTdb #StateOfWomen
https://t.co/m...",0.0008,0.0277,0,0.0246,0
5.5034E+17,813286,12/31/2014 17:17,This is how grassroots organizing is making progress in the fight to reduce gun violence: http://t.co/uNPuiyArZz,0,0,0,0,0
5.95301E+17,813286,5/4/2015 18:57,Happening now: President Obama delivers remarks for the launch of the My Brother's Keeper Alliance at @LehmanCollege. http://t.co/Rh8KgadI7g,0.0235,0,0,0,0
6.15908E+17,813286,6/30/2015 15:40,"""Too many Americans are working long days for less pay than they deserve."" --President Obama on overtime pay http://t.co/Y4yThJ1K2g",0.0318,0,0,0,0
4.99657E+17,813286,8/13/2014 20:43,Read how @OFA supporters are taking a stand against carbon pollution: http://t.co/5MDzhFcle7 #ActOnClimate,0,0,0,0,0
5.57723E+17,813286,1/21/2015 2:16,"""More of our kids are graduating than ever before. More of our people are insured than ever before."" --President Obama #SOTU",0.0274,0,0,0,0
7.02975E+17,813286,2/25/2016 21:55,Add your name if you agree: Failing to fill the Supreme Court vacancy for over a year is unacceptable. https://t.co/uDxtenkam5 #DoYourJob,0,0,0,0,0
6.37644E+17,813286,8/29/2015 15:12,"In the weekly address, President Obama discusses his upcoming trip to Alaska and pledges to #ActOnClimate. http://t.co/KjpcaUtZwh",0.0249,0,0,0,0
6.77984E+17,813286,12/18/2015 22:49,"Stand on the deck. Take in the beauty. Repeat. 
Enter to win a seven-day cruise to Alaska: https://t.co/XrcXjKGjj7 https://t.co/LzXb1f2Opu",0,0,0,0,0
6.04647E+17,813286,5/30/2015 13:54,Watch President Obama address key national security measures and reforms in the weekly address: http://t.co/rFunNqIFLV,0.0359,0,0,0,0.0585
6.46371E+17,813286,9/22/2015 17:08,"RT @WhiteHouse: .@Pontifex is coming to the White House.
Here's what you need to know - http://t.co/LJG9gY1PiX #PopeInDC http://t.co/XVzxwm...",0,0,0,0.0857,0
4.97073E+17,813286,8/6/2014 17:34,Sign @OFA's petition to #RaiseTheWage: http://t.co/oGLHqw4tH9,0,0,0,0,0
5.75359E+17,813286,3/10/2015 18:13,"""We're trying to make sure that across the board more and more young people can afford to go to college."" --President Obama",0.031,0,0,0,0
5.45263E+17,813286,12/17/2014 17:02,Happening now: President Obama delivers a statement on Cuba. http://t.co/CubTW5ywQZ,0.0238,0,0,0,0
4.96408E+17,813286,8/4/2014 21:30,"RT @WendellPierce: Happy Birthday, Mr. President @BarackObama",0.0164,0,0,0.039,0
5.42339E+17,813286,12/9/2014 15:25,"Watch: Last night, President Obama sat in for @StephenAtHome during ""The Word"". http://t.co/nBFnwH13kD",0.0496,0,0,0.0003,0.0174
5.90959E+17,813286,4/22/2015 19:23,"""I can't think of a better way to spend Earth Day than in one of our greatest national treasures, the Everglades."" --President Obama",0.0349,0,0,0,0
5.04316E+17,813286,8/26/2014 17:13,It's time to make the pay gap a thing of the past--American women deserve better. #WEMatter,0.0005,0,0,0,0
5.19894E+17,813286,10/8/2014 16:58,"Lew, a business owner in St. Louis, knows that a fair wage is a key part of the American dream. Check out his story: http://t.co/UEDBwWAcpq",0,0,0.0189,0,0
5.71383E+17,813286,2/27/2015 18:56,"""You shouldn't feel like you can't make mistakes at this point."" --President Obama to Noah McQueen http://t.co/qYODkrfFOr #MyBrothersKeeper",0.0489,0,0,0,0
7.23596E+17,813286,4/22/2016 19:34,Bold action on climate change matters. #ActOnClimate https://t.co/fzKtmRyFCQ,0,0.1256,0,0,0
6.05775E+17,813286,6/2/2015 16:35,When all Americans are treated equally--no matter who they are or whom they love--our country will be a better place. http://t.co/KmQ9Ugo7eV,0.0021,0,0,0,0
6.14453E+17,813286,6/26/2015 15:18,"""All people should be treated equally, regardless of who they are or who they love."" --President Obama #LoveWins",0.0434,0,0,0,0
5.14514E+17,813286,9/23/2014 20:39,Retweet if you agree. #ActOnClimate http://t.co/yFAfWr7UN4,0,0,0,0,0
6.89866E+17,813286,1/20/2016 17:45,Shop around: https://t.co/4qWv5nK5RK #GetCovered https://t.co/2f9AwU6kVU,0,0,0,0,0
6.18832E+17,813286,7/8/2015 17:21,"""You inspired a whole new generation of young women."" --President Obama to the @ussoccer_wnt #SheBelieves https://t.co/ypimzIrggd",0.0481,0,0,0,0
6.87101E+17,813286,1/13/2016 2:37,"""Workers and start-ups and small businesses need more of a voice, not less."" --President Obama #SOTU",0.0398,0,0,0,0
6.16687E+17,813286,7/2/2015 19:15,"""When the playing field is level, American workers always win."" --President Obama",0.0359,0,0,0,0
5.93498E+17,813286,4/29/2015 19:31,Check out President Obama's interview with @WSJ on why America needs to #LeadOnTrade: http://t.co/XEu9c6vNIg,0.0188,0,0,0,0
6.68847E+17,813286,11/23/2015 17:41,Get a close look inside the first-ever @OFA Organizing Director Summit: https://t.co/egN28SJ0SP,0,0,0,0,0
5.55437E+17,813286,1/14/2015 18:52,Tune in at 3:40 p.m. ET to watch President Obama lay out new steps to increase access to #BetterBroadband: http://t.co/FJ0YJyn6GR,0.0223,0,0,0,0.25
5.70983E+17,813286,2/26/2015 16:24,IMPORTANT: Congress is only one day away from another shutdown. #EnoughAlready http://t.co/xz5DwiZ3Ef,0,0,0,0,0
7.15558E+17,813286,3/31/2016 15:14,Calling all supporters--the fundraising deadline is here. Do your part to chip in: https://t.co/mRBj02GezI https://t.co/md6ajk1oki,0.0017,0,0,0,0
6.44951E+17,813286,9/18/2015 19:06,Retweet if you agree. #LeadOnLeave http://t.co/RTPz8Ni0zK,0,0,0,0,0
5.05385E+17,813286,8/29/2014 16:00,This is what the gender pay gap looks like for women just four years after college graduation: http://t.co/IJD0lcF2HE #OpportunityForAll,0.0037,0,0,0,0
6.21075E+17,813286,7/14/2015 21:52,"""We should pass a sentencing reform bill through congress this year."" --President Obama",0.0511,0,0,0,0
6.74726E+17,813286,12/9/2015 23:01,"RT @Everytown: If you think ending gun violence in America is an impossible dream, you need to see this.

We CAN #EndGunViolence https://t....",0,0,0,0.0278,0
6.97503E+17,813286,2/10/2016 19:31,"Tune in at 4:25 p.m. ET to watch President Obama speak to supporters in Springfield, Illinois: https://t.co/mE04l0NorZ",0.0202,0,0,0,0.2583
7.22507E+17,813286,4/19/2016 19:26,Climate change is real--and it's devastating communities across the country. We have #ActOnClimate now. https://t.co/RD8EC74QXZ,0,0.1105,0,0,0
7.14858E+17,813286,3/29/2016 16:54,Read President Obama's op-ed on why Judge Merrick Garland deserves a Senate hearing: https://t.co/1ZPiOzQszv #DoYourJob,0.0102,0,0.1313,0,0
7.66378E+17,813286,8/18/2016 20:57,Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate. https://t.co/pXnbiNYFP9,0,0,0,0,0
5.7431E+17,813286,3/7/2015 20:45,"""Selma teaches us, too, that action requires that we shed our cynicism."" --President Obama #Selma50 #MarchOn",0.04,0.0022,0,0,0
6.15955E+17,813286,6/30/2015 18:46,"RT @WhiteHouse: ""To see people gathered in the evening...and to feel that they have the right to love--that was pretty cool."" --@POTUS http://t...",0,0,0,0.1167,0
7.67806E+17,813286,8/22/2016 19:31,The Supreme Court isn't some partisan football to be kicked around. Senate leaders should stop treating it like one. https://t.co/akIkPCcxUM,0,0,0.0054,0,0
6.16681E+17,813286,7/2/2015 18:51,"""We've got to make folks feel like their hard work is getting them somewhere."" --President Obama #FixOvertime",0.033,0,0,0,0
5.37388E+17,813286,11/25/2014 23:31,President Obama: I still believe the best way to solve this problem is by coming together to pass common-sense immigration reform.,0.0302,0,0,0,0
6.47464E+17,813286,9/25/2015 17:33,Walk the walk--support the team that's fighting for today's important issues. http://t.co/wbVIDVxuR3 http://t.co/l0L3qFHqHe,0,0,0,0,0
6.39891E+17,813286,9/4/2015 20:03,Go behind the lens with @PeteSouza's photo gallery from President Obama's recent trip to Alaska. http://t.co/cisonNXKnY,0.0229,0,0,0,0
6.1058E+17,813286,6/15/2015 22:48,Let's. Go. Hawks. http://t.co/igbbXwVMjx,0,0,0,0,0
6.23225E+17,813286,7/20/2015 20:18,Tune in at 5:00 p.m. ET to watch the President speak on the 25th anniversary of the Americans with Disabilities Act: http://t.co/Sqldv81SWc,0.0014,0,0,0,0.2488
6.16626E+17,813286,7/2/2015 15:16,"The economy added 223,000 jobs in June--marking 64 consecutive months of private-sector job growth.",0,0,0,0,0
6.67129E+17,813286,11/18/2015 23:56,Say you're ready for big progress in the global effort to #ActOnClimate--add your name: https://t.co/bPePodECOq,0,0.0023,0,0,0
5.35908E+17,813286,11/21/2014 21:29,"""We're a nation that values families, and we should work together to keep them together."" --President Obama #ImmigrationAction",0.0336,0,0,0,0
6.06909E+17,813286,6/5/2015 19:41,"If you think access to higher education is a key to success, stand up for #CollegeOpportunity: http://t.co/ln9TxHN6o9 http://t.co/EoFGRvRTj5",0,0,0,0,0
5.78276E+17,813286,3/18/2015 19:23,"""I want to make sure all our kids get a great education from the earliest age."" --President Obama",0.0372,0,0,0,0
6.62678E+17,813286,11/6/2015 17:07,"""In fact, gas prices have already been falling, steadily."" --President Obama on rejecting the #KeystoneXL",0.0516,0,0,0,0
5.27118E+17,813286,10/28/2014 15:21,Take this quick health care survey--it's important everyone gets the facts and information needed to #GetCovered: http://t.co/6b3IyX4j3S,0,0,0,0,0
5.48568E+17,813286,12/26/2014 19:55,"""Michelle and I extend our warmest wishes to those celebrating Kwanzaa this holiday season."" --President Obama",0.0478,0,0,0,0
6.39907E+17,813286,9/4/2015 21:03,It's a beautiful world. Let's fight to protect it. http://t.co/DrBP5VCgr0,0,0,0,0,0
